ID	Coding frame used	Tone
4718	Justification: War on Terror	18
4719	Not applicable	
4720	Not applicable	
4721	Not applicable	
4722	Not applicable	
4723	Civilian casualties	32
4724	Coalition military casualties	25
4725	Not applicable	
4726	Justification: WMDs	24
4726	Justification: Humanitarian (Blairite)	17
4727	Justification: Humanitarian (Blairite)	19
4728	Battle	19
4729	Not applicable	
4730	Humanitarian issues (aid delivery)	17
4731	Strategy	08
4732	Not applicable	
4733	Not applicable	
4734	Justification: War on Terror	26
4735	Not applicable	
4736	Not applicable	
4737	Civilian casualties	18
4737	Restoration of law and order (post-conflict)	24
4739	Restoration of law and order (post-conflict)	32
4740	Not applicable	
4741	Justification: Humanitarian (Blairite)	17
4742	Restoration of law and order (post-conflict)	32
4743	Restoration of law and order (post-conflict)	18
4744	Not applicable	
4745	Not applicable	
4746	Not applicable	
4747	Civilian casualties	18
4747	Restoration of law and order (post-conflict)	18
4748	Justification: WMDs	26
4750	Justification: Humanitarian (Blairite)	19
4751	Restoration of law and order (post-conflict)	26
4752	Not applicable	
4753	Coalition military casualties	25
4754	Not applicable	
4755	Not applicable	
4756	Not applicable	
4757	Not applicable	
4758	Not applicable	
4759	Restoration of law and order (post-conflict)	18
4760	Not applicable	
4761	Not applicable	
4762	Not applicable	
4763	Justification: Humanitarian (Blairite)	19
4764	Not applicable	
4765	Not applicable	
4766	Justification: WMDs	19
4767	Not applicable	
4768	Not applicable	
4769	Not applicable	
4770	Not applicable	
4772	Not applicable	
4773	Not applicable	
4774	Justification: War on Terror	19
4775	Not applicable	
4776	Not applicable	
4777	Restoration of law and order (post-conflict)	25
4777	Humanitarian issues (aid delivery)	25
4778	Humanitarian issues (aid delivery)	32
4779	Humanitarian issues (aid delivery)	31
4780	Strategy	40
4781	Battle	19
4782	Battle	40
4783	Justification: Humanitarian (Blairite)	19
4784	Not applicable	
4785	Coalition military casualties	25
4786	Not applicable	
4787	Not applicable	
4788	Not applicable	
4789	Not applicable	
4790	Humanitarian issues (aid delivery)	31
4791	Not applicable	
4792	Not applicable	
4793	Justification: War on Terror	26
4794	Not applicable	
4795	Civilian casualties	32
4796	Restoration of law and order (post-conflict)	31
4798	Not applicable	
4799	Not applicable	
4800	Not applicable	
4801	Justification: War on Terror	27
4802	Restoration of law and order (post-conflict)	18
4803	Not applicable	
4804	Restoration of law and order (post-conflict)	18
4804	Humanitarian issues (aid delivery)	18
4804	Justification: Humanitarian (Blairite)	18
4805	Restoration of law and order (post-conflict)	31
4805	Battle	27
4806	Civilian casualties	26
4806	Restoration of law and order (post-conflict)	26
4807	Not applicable	
4808	Not applicable	
4809	Humanitarian issues (aid delivery)	24
4809	Restoration of law and order (post-conflict)	24
4810	Not applicable	
4811	Restoration of law and order (post-conflict)	32
4811	Humanitarian issues (aid delivery)	32
4812	Civilian casualties	26
4813	Not applicable	
4814	Not applicable	
4815	Not applicable	
4816	Not applicable	
4817	Not applicable	
4818	Not applicable	
4819	Not applicable	
4820	Not applicable	
4821	Not applicable	
4822	Not applicable	
4824	Justification: War on Terror	22
4825	Not applicable	
4827	Battle	19
4827	Justification: WMDs	34
4828	Justification: Humanitarian (Blairite)	19
4829	Humanitarian issues (aid delivery)	24
4829	Civilian casualties	24
4831	Not applicable	
4832	Justification: Humanitarian (Blairite)	32
4833	Civilian casualties	26
4834	Not applicable	
4835	Not applicable	
4836	Not applicable	
4837	Coalition military casualties	25
4838	Not applicable	
4839	Not applicable	
4840	Not applicable	
4841	Not applicable	
4842	Civilian casualties	26
4843	Justification: Humanitarian (Blairite)	19
4844	Justification: Humanitarian (Blairite)	19
4845	Justification: Humanitarian (Blairite)	48
4846	Not applicable	
4847	Battle	34
4847	Justification: Humanitarian (Blairite)	19
4848	Not applicable	
4849	Coalition military casualties	25
4852	Not applicable	
4853	Not applicable	
4854	Coalition military casualties	25
4855	Not applicable	
4856	Not applicable	
4857	Justification: WMDs	19
4858	Battle	40
4858	Humanitarian issues (aid delivery)	18
4858	Justification: Humanitarian (Blairite)	19
4859	Not applicable	
4860	Civilian casualties	32
4861	Humanitarian issues (aid delivery)	39
4823	Not applicable	
4861	Civilian casualties	32
4862	Battle	34
4862	Justification: Humanitarian (Blairite)	19
4863	Not applicable	
4864	Not applicable	
4866	Battle	34
4867	Justification: WMDs	26
4868	Not applicable	
4869	Justification: Humanitarian (Blairite)	11
4870	Justification: Humanitarian (Blairite)	11
4871	Not applicable	
4872	Not applicable	
4873	Not applicable	
4874	Restoration of law and order (post-conflict)	31
4875	Not applicable	
4876	Restoration of law and order (post-conflict)	26
4876	Humanitarian issues (aid delivery)	19
4877	Not applicable	
4878	Battle	34
4879	Restoration of law and order (post-conflict)	26
4880	Restoration of law and order (post-conflict)	31
4880	Justification: Humanitarian (Blairite)	19
4881	Restoration of law and order (post-conflict)	34
4883	Not applicable	
4884	Civilian casualties	24
4884	Humanitarian issues (aid delivery)	24
4885	Civilian casualties	32
4886	Justification: WMDs	26
4888	Not applicable	
4889	Not applicable	
4890	Not applicable	
4891	Not applicable	
4892	Not applicable	
4893	Restoration of law and order (post-conflict)	23
4894	Not applicable	
4895	Battle	34
4895	Justification: Humanitarian (Blairite)	11
4896	Battle	27
4897	Restoration of law and order (post-conflict)	40
4898	Not applicable	
4899	Not applicable	
4900	Humanitarian issues (aid delivery)	18
4901	Not applicable	
4902	Not applicable	
4903	Not applicable	
4904	Justification: WMDs	32
4905	Not applicable	
4906	Not applicable	
4907	Not applicable	
4908	Not applicable	
4909	Not applicable	
4911	Justification: Humanitarian (Blairite)	19
4912	Not applicable	
4913	Not applicable	
4914	Restoration of law and order (post-conflict)	23
4915	Not applicable	
4916	Not applicable	
4917	Not applicable	
4918	Restoration of law and order (post-conflict)	31
